,U:0,U:1,,,arc_length,p,velMag
,0.92957,3.417,,,30.776,-0.32972,3.54118474311917
,0.92813,3.4132,,,30.845,-0.33134,3.53714002223548
,0.92577,3.4057,,,30.914,-0.33294,3.52928357926931
,0.92385,3.4004,,,30.983,-0.33499,3.52366556053494
,0.92194,3.3952,,,31.052,-0.33708,3.518146728549
,0.92002,3.39,,,31.121,-0.33918,3.51262534301625
,0.9181,3.3847,,,31.19,-0.34128,3.50700751353629
,0.91617,3.3794,,,31.259,-0.34339,3.5013871292532
,0.91423,3.3741,,,31.328,-0.3455,3.49576419440728
,0.91228,3.3688,,,31.397,-0.34762,3.49013871334651
,0.91033,3.3634,,,31.466,-0.34975,3.48441677600427
,0.90837,3.3581,,,31.535,-0.35189,3.47878882183153
,0.90634,3.3523,,,31.604,-0.35401,3.47266000143982
,0.90414,3.3457,,,31.673,-0.35609,3.46571459148038
,0.90193,3.339,,,31.742,-0.35816,3.45867008037772
,0.8997,3.3323,,,31.811,-0.36024,3.45162039917486
,0.89747,3.3256,,,31.88,-0.36231,3.44457076584297
,0.89523,3.3189,,,31.949,-0.36439,3.43751857637162
,0.89297,3.3121,,,32.018,-0.36646,3.43036467899551
,0.89071,3.3052,,,32.087,-0.36853,3.42311427564141
,0.88843,3.2984,,,32.156,-0.3706,3.41595527267264
,0.88614,3.2915,,,32.225,-0.37267,3.40869716308152
,0.88435,3.286,,,32.294,-0.37434,3.40292093979569
,0.88274,3.2812,,,32.363,-0.37587,3.39786747057621
,0.88113,3.2762,,,32.432,-0.37741,3.3926208920096
,0.87951,3.2713,,,32.501,-0.37894,3.38746830687757
,0.87789,3.2664,,,32.57,-0.38047,3.38231574695504
,0.87626,3.2614,,,32.639,-0.38199,3.37706404256715
,0.87462,3.2564,,,32.708,-0.38352,3.37180976693526
,0.87298,3.2515,,,32.777,-0.38505,3.36665209524239
,0.87134,3.2464,,,32.846,-0.38657,3.36130128902483
,0.86969,3.2414,,,32.915,-0.38809,3.35604449554829
,0.86781,3.2352,,,32.984,-0.38927,3.3495691120053
,0.86571,3.2279,,,33.053,-0.39011,3.34197429883894
,0.8636,3.2206,,,33.122,-0.39096,3.33437690131155
,0.86148,3.2132,,,33.191,-0.3918,3.32668033186238
,0.85936,3.2058,,,33.26,-0.39265,3.31898376760116
,0.85724,3.1985,,,33.329,-0.39349,3.31138379950135
,0.85511,3.1911,,,33.398,-0.39433,3.30368465839281
,0.85297,3.1836,,,33.467,-0.39518,3.29588634223027
,0.85082,3.1762,,,33.536,-0.39602,3.28818203760072
,0.84867,3.1688,,,33.605,-0.39686,3.28047774095481
,0.84664,3.1618,,,33.674,-0.39744,3.27319087888256
,0.84489,3.1562,,,33.743,-0.39744,3.26732880991491
,0.84315,3.1506,,,33.812,-0.39744,3.26146934409937
,0.84141,3.145,,,33.881,-0.39744,3.25560989495056
,0.83968,3.1394,,,33.95,-0.39743,3.24975304637137
,0.83795,3.1338,,,34.019,-0.39743,3.24389621327502
,0.83623,3.1283,,,34.088,-0.39742,3.23813858611703
,0.83451,3.1227,,,34.157,-0.39741,3.23228436714655
,0.8328,3.1172,,,34.226,-0.3974,3.22652935520506
,0.83109,3.1117,,,34.295,-0.39739,3.22077436001034
,0.82939,3.1062,,,34.364,-0.39737,3.21502196137134
,0.82732,3.0999,,,34.433,-0.39709,3.20840122060817
,0.82461,3.0921,,,34.502,-0.39636,3.20016625538424
,0.82192,3.0844,,,34.571,-0.39564,3.19203318378741
,0.81922,3.0766,,,34.64,-0.39491,3.18380102525268
,0.81653,3.0689,,,34.709,-0.39417,3.17566818967284
,0.81384,3.0611,,,34.778,-0.39344,3.16743883217972
,0.81115,3.0534,,,34.847,-0.3927,3.15930623436539
,0.80847,3.0457,,,34.916,-0.39196,3.15117632494597
,0.80579,3.038,,,34.985,-0.39122,3.14304653546523
,0.80311,3.0303,,,35.054,-0.39047,3.13491686685628
,0.80044,3.0226,,,35.123,-0.38972,3.12678987998874
,0.79772,3.0152,,,35.192,-0.38884,3.1189402428389
,0.79494,3.008,,,35.261,-0.3878,3.11126880928023
,0.79216,3.0008,,,35.33,-0.38675,3.10359760690718
,0.78939,2.9936,,,35.399,-0.38569,3.09592918719082
,0.78662,2.9864,,,35.468,-0.38463,3.0882609968071
,0.78386,2.9792,,,35.537,-0.38356,3.08059558196138
,0.7811,2.9721,,,35.606,-0.38248,3.07302711019607
,0.77834,2.9649,,,35.675,-0.3814,3.06536215896262
,0.77559,2.9577,,,35.744,-0.38031,3.05769997516107
,0.77284,2.9506,,,35.813,-0.37921,3.0501347553182
,0.77009,2.9434,,,35.882,-0.37811,3.04247303490105
,0.76735,2.9363,,,35.951,-0.37701,3.03491082447244
,0.76441,2.9292,,,36.02,-0.37587,3.02729834804897
,0.76137,2.922,,,36.089,-0.37471,3.01956425281861
,0.75832,2.9148,,,36.158,-0.37355,3.01182805989983
,0.75527,2.9076,,,36.227,-0.37238,3.00409229766663
,0.75221,2.9004,,,36.296,-0.37121,2.99635445902183
,0.74914,2.8931,,,36.365,-0.37004,2.98851775126065
,0.74606,2.8858,,,36.434,-0.36887,2.98067897694468
,0.74298,2.8785,,,36.503,-0.36769,2.97284065001809
,0.73988,2.8712,,,36.572,-0.3665,2.96499778320322
,0.73678,2.8638,,,36.641,-0.36532,2.95705853990076
,0.73329,2.8551,,,36.71,-0.36415,2.94776359874736
,0.7298,2.8465,,,36.779,-0.36297,2.93856602614268
,0.72559,2.8362,,,36.848,-0.36194,2.92754355870241
,0.72133,2.8259,,,36.917,-0.36094,2.91650951976845
,0.71713,2.8157,,,36.986,-0.35993,2.90558805182359
,0.71298,2.8057,,,37.055,-0.35893,2.89487356725643
,0.70889,2.7958,,,37.124,-0.35793,2.88427160165266
,0.70485,2.7862,,,37.193,-0.35694,2.87397354937376
,0.70086,2.7766,,,37.262,-0.35595,2.86368858285953
,0.69693,2.7673,,,37.331,-0.35496,2.85370999137964
,0.69305,2.7581,,,37.4,-0.35397,2.84384140072895
,0.68999,2.7502,,,37.469,-0.35335,2.83543404791929
,0.68705,2.7426,,,37.538,-0.35276,2.82734724830538
,0.68415,2.735,,,37.607,-0.35219,2.81927051247304
,0.68128,2.7276,,,37.676,-0.35164,2.81139541836434
,0.67844,2.7203,,,37.745,-0.35109,2.80362496129564
,0.67565,2.7131,,,37.814,-0.35056,2.7959639719603
,0.67289,2.7061,,,37.883,-0.35004,2.78850464623963
,0.67016,2.6991,,,37.952,-0.34954,2.78105290053965
,0.66748,2.6923,,,38.021,-0.34904,2.77380764300627
,0.66533,2.6853,,,38.09,-0.34783,2.76649599654509
,0.66324,2.6784,,,38.159,-0.34657,2.75929589888435
,0.66116,2.6716,,,38.228,-0.34532,2.7521953247544
,0.65909,2.6648,,,38.297,-0.34407,2.74509720558307
,0.65703,2.6581,,,38.366,-0.34284,2.73809861599249
,0.65499,2.6514,,,38.435,-0.3416,2.73110487900044
,0.65295,2.6447,,,38.504,-0.34038,2.72411119312336
,0.65093,2.6381,,,38.573,-0.33916,2.71721943812052
,0.64893,2.6316,,,38.642,-0.33795,2.71042961629702
,0.64697,2.6242,,,38.711,-0.33524,2.70277557723537
,0.64502,2.6167,,,38.78,-0.33245,2.69502684409636
,0.64308,2.6092,,,38.849,-0.32965,2.68728050757639
,0.64115,2.6017,,,38.918,-0.32683,2.6795365667406
,0.63922,2.5942,,,38.987,-0.32399,2.67179262825542
,0.6373,2.5867,,,39.056,-0.32114,2.66405108434504
,0.63539,2.5792,,,39.125,-0.31828,2.65631193426149
,0.63348,2.5717,,,39.194,-0.3154,2.64857278555829
,0.63157,2.5641,,,39.263,-0.3125,2.64073654022888
,0.62924,2.5559,,,39.332,-0.30839,2.63221727591018
,0.62689,2.5476,,,39.401,-0.30421,2.62359616406565
,0.62453,2.5393,,,39.47,-0.3,2.61497269792631
,0.62218,2.5308,,,39.539,-0.29576,2.60615743814529
,0.61982,2.5223,,,39.608,-0.29148,2.59733981650457
,0.61747,2.5138,,,39.677,-0.28717,2.58852460697209
,0.61511,2.5051,,,39.746,-0.28282,2.57951280712076
,0.61275,2.4964,,,39.815,-0.27845,2.57050102557848
,0.61039,2.4876,,,39.884,-0.27404,2.56139214336657
,0.60705,2.4784,,,39.953,-0.26923,2.55166147098317
,0.60368,2.4691,,,40.022,-0.26438,2.54182697137315
,0.60028,2.4597,,,40.091,-0.25949,2.53188865639862
,0.59687,2.4501,,,40.16,-0.25457,2.52175411309271
,0.59343,2.4405,,,40.229,-0.24961,2.51161291103944
,0.58997,2.4307,,,40.298,-0.24462,2.50127309402632
,0.58649,2.4208,,,40.367,-0.23959,2.49083182091847
,0.58298,2.4108,,,40.436,-0.23452,2.4802867415684
,0.57943,2.4008,,,40.505,-0.22942,2.46973273147116
,0.57493,2.3912,,,40.574,-0.22471,2.45934583678262
,0.57038,2.3815,,,40.643,-0.21997,2.44885189311236
,0.56578,2.3717,,,40.712,-0.2152,2.43825099167416
,0.56113,2.3617,,,40.781,-0.2104,2.42744593490772
,0.55643,2.3516,,,40.85,-0.20557,2.41653406864046
,0.55167,2.3413,,,40.919,-0.2007,2.40541586402435
,0.54687,2.3309,,,40.988,-0.19581,2.39419331026131
,0.54201,2.3203,,,41.057,-0.19089,2.3827645561616
,0.53709,2.3097,,,41.126,-0.18596,2.37132447339035
,0.53167,2.3007,,,41.195,-0.18186,2.36133298772113
,0.52619,2.2915,,,41.264,-0.17773,2.3511376323176
,0.52063,2.2822,,,41.333,-0.17357,2.34083156952823
,0.515,2.2726,,,41.402,-0.1694,2.3302222554941
,0.50929,2.2629,,,41.471,-0.16521,2.31950268680595
,0.50351,2.253,,,41.54,-0.16099,2.30857776999173
,0.49765,2.243,,,41.609,-0.15675,2.29754314921396
,0.49172,2.2327,,,41.678,-0.15249,2.28620599430585
,0.48572,2.2224,,,41.747,-0.14828,2.27485948541882
,0.47964,2.2141,,,41.816,-0.14504,2.26545654109718
,0.47348,2.2056,,,41.885,-0.14179,2.25584899104528
,0.46723,2.1969,,,41.954,-0.13853,2.24603505825265
,0.46091,2.188,,,42.023,-0.13527,2.23601923697002
,0.4545,2.179,,,42.092,-0.132,2.22589560626728
,0.44801,2.1697,,,42.161,-0.12871,2.21547084162712
,0.44144,2.1603,,,42.23,-0.12542,2.20494112474687
,0.43478,2.1507,,,42.299,-0.12213,2.19420694976568
,0.42808,2.1411,,,42.368,-0.11892,2.18347468416742
,0.42227,2.1356,,,42.437,-0.11642,2.17694724623726
,0.41682,2.1313,,,42.506,-0.11367,2.17167644975028
,0.41131,2.127,,,42.575,-0.11093,2.16640368262704
,0.40574,2.1225,,,42.644,-0.1082,2.16093294611378
,0.4001,2.118,,,42.713,-0.10549,2.15545911814629
,0.39439,2.1134,,,42.782,-0.10278,2.14988442296324
,0.38863,2.1087,,,42.851,-0.10009,2.14421290148623
,0.3828,2.104,,,42.92,-0.097415,2.13853965125737
,0.377,2.0994,,,42.989,-0.094888,2.13298133137634
,0.37196,2.0971,,,43.058,-0.093571,2.1298316017
,0.36685,2.0948,,,43.127,-0.092289,2.12667956272213
,0.36166,2.0923,,,43.196,-0.09104,2.12332692857223
,0.35639,2.0898,,,43.265,-0.089825,2.11997119605432
,0.35104,2.0871,,,43.334,-0.088644,2.11641571804785
,0.34562,2.0844,,,43.403,-0.087497,2.1128598023532
,0.34013,2.0816,,,43.472,-0.086384,2.10920529510524
,0.33455,2.0787,,,43.541,-0.085305,2.10544945142361
,0.32906,2.076,,,43.61,-0.084386,2.10191733510145
,0.32459,2.0758,,,43.679,-0.084386,2.10102458531546
,0.32004,2.0755,,,43.748,-0.084424,2.10002996445289
,0.3154,2.075,,,43.817,-0.084499,2.0988335236507
,0.31068,2.0745,,,43.886,-0.084611,2.09763493306152
,0.30588,2.0738,,,43.955,-0.084761,2.09623686982173
,0.30099,2.0731,,,44.024,-0.084947,2.09483617261589
,0.29603,2.0723,,,44.093,-0.085172,2.09333729983966
,0.29098,2.0713,,,44.162,-0.085433,2.09163884320406
,0.28601,2.0706,,,44.231,-0.085784,2.0902598116263
,0.28187,2.0716,,,44.3,-0.086475,2.09068822565681
,0.27767,2.0726,,,44.369,-0.087198,2.09111725852473
,0.27338,2.0734,,,44.438,-0.087952,2.09134506583682
,0.26902,2.0742,,,44.507,-0.088739,2.0915729488593
,0.26459,2.0748,,,44.576,-0.089558,2.09160295182905
,0.26008,2.0754,,,44.645,-0.090408,2.09163256008315
,0.25549,2.0758,,,44.714,-0.091291,2.09146378885698
,0.25083,2.0762,,,44.783,-0.092206,2.09129675773191
,0.24624,2.0767,,,44.852,-0.093158,2.09124772028567
,0.24232,2.0785,,,44.921,-0.094162,2.09257765265712
,0.23834,2.0802,,,44.99,-0.095193,2.09380944586655
,0.2343,2.0819,,,45.059,-0.096251,2.09504274419402
,0.2302,2.0835,,,45.128,-0.097336,2.09617849669345
,0.22604,2.085,,,45.197,-0.098449,2.09721698486351
,0.22182,2.0864,,,45.267,-0.099588,2.09815849553841
,0.21754,2.0877,,,45.336,-0.10075,2.09900332100738
,0.2132,2.0889,,,45.405,-0.10195,2.09975175913726
,0.20895,2.0904,,,45.474,-0.10319,2.10081704641313
,0.20529,2.0929,,,45.543,-0.10453,2.10294422039673
,0.20158,2.0954,,,45.612,-0.1059,2.10507378882547
,0.19784,2.0978,,,45.681,-0.10729,2.10710832792242
,0.19405,2.1001,,,45.75,-0.1087,2.10904609065331
,0.19022,2.1024,,,45.819,-0.11013,2.11098778025833
,0.18634,2.1046,,,45.888,-0.11159,2.11283311115668
,0.18243,2.1067,,,45.957,-0.11307,2.11458402408133
,0.17847,2.1088,,,46.026,-0.11458,2.11633857898494
,0.17462,2.1111,,,46.095,-0.11615,2.11830955112797
,0.17134,2.1144,,,46.164,-0.11793,2.1213308925295
,0.16803,2.1177,,,46.233,-0.11973,2.12435575431706
,0.16469,2.1209,,,46.302,-0.12156,2.1272845616184
,0.16132,2.124,,,46.371,-0.1234,2.1301174010838
,0.15792,2.1271,,,46.44,-0.12526,2.13295408680074
,0.1545,2.1302,,,46.509,-0.12714,2.13579547007666
,0.15105,2.1332,,,46.578,-0.12904,2.13854117157
,0.14757,2.1361,,,46.647,-0.13096,2.14119128405194
,0.14422,2.1393,,,46.716,-0.13293,2.14415575423055
,0.1414,2.1432,,,46.785,-0.13504,2.14785944605321
,0.13857,2.1471,,,46.854,-0.13717,2.15156688366874
,0.13571,2.151,,,46.923,-0.13931,2.15527682771843
,0.13284,2.1548,,,46.992,-0.14147,2.15889080446418
,0.12995,2.1586,,,47.061,-0.14364,2.16250802599667
,0.12705,2.1624,,,47.13,-0.14584,2.16612914261823
,0.12428,2.1676,,,47.199,-0.1479,2.17115989240774
,0.12161,2.1739,,,47.268,-0.14988,2.17729883160305
,0.11907,2.1804,,,47.337,-0.15187,2.18364874118985
,0.11698,2.1872,,,47.406,-0.15379,2.19032603974842
,0.11487,2.194,,,47.475,-0.15574,2.19700503342619
,0.11274,2.2008,,,47.544,-0.15772,2.20368576425951
,0.1106,2.2076,,,47.613,-0.15972,2.21036877466182
,0.10844,2.2144,,,47.682,-0.16176,2.21705358383599
,0.10625,2.2212,,,47.751,-0.16382,2.22373975601913
,0.10405,2.228,,,47.82,-0.16591,2.23042830023742
,0.10183,2.2348,,,47.889,-0.16803,2.23711876951136
,0.099714,2.2416,,,47.958,-0.17011,2.24381671305746
,0.097902,2.2486,,,48.027,-0.17208,2.25073027295676
,0.096079,2.2556,,,48.096,-0.17406,2.25764535174172
,0.094244,2.2626,,,48.165,-0.17607,2.26456192044642
,0.092397,2.2695,,,48.234,-0.1781,2.27138007731181
,0.090539,2.2765,,,48.303,-0.18015,2.27829970823002
,0.088669,2.2835,,,48.372,-0.18223,2.28522087369274
,0.086787,2.2904,,,48.441,-0.18432,2.29204366087756
,0.084893,2.2974,,,48.51,-0.18644,2.29896793832559
,0.083079,2.3044,,,48.579,-0.18857,2.30589710963889
,0.081472,2.3115,,,48.648,-0.19069,2.31293535075756
,0.079859,2.3187,,,48.717,-0.19284,2.32007481557837
,0.078239,2.3259,,,48.786,-0.195,2.32721553602605
,0.076614,2.333,,,48.855,-0.19718,2.33425763466589
,0.074982,2.3402,,,48.924,-0.19938,2.34140093540683
,0.073344,2.3473,,,48.993,-0.20159,2.3484455778953
,0.0717,2.3544,,,49.062,-0.20382,2.3554915092184
,0.07005,2.3615,,,49.131,-0.20607,2.36253873037036
,0.068467,2.3687,,,49.2,-0.20833,2.36968930876792
,0.067037,2.376,,,49.269,-0.2106,2.37694551039122
,0.065602,2.3833,,,49.338,-0.21288,2.38420269952116
,0.064163,2.3906,,,49.407,-0.21518,2.39146090299821
,0.06272,2.3979,,,49.476,-0.2175,2.39872011881336
,0.061271,2.4051,,,49.545,-0.21982,2.40588032650026
,0.059819,2.4124,,,49.614,-0.22216,2.41314153599846
,0.058362,2.4197,,,49.683,-0.22452,2.42040372934847
,0.0569,2.4269,,,49.752,-0.22689,2.42756693419564
,0.055464,2.4342,,,49.821,-0.22918,2.43483180020633
,0.054083,2.4414,,,49.89,-0.23128,2.44199896209826
,0.052697,2.4486,,,49.959,-0.23341,2.44916698773461
,0.051308,2.4558,,,50.028,-0.23554,2.45633591979273
,0.049914,2.463,,,50.097,-0.23768,2.46350571491036
,0.048517,2.4702,,,50.166,-0.23984,2.47067641331053
,0.047115,2.4774,,,50.235,-0.24201,2.47784797419555
,0.04571,2.4846,,,50.304,-0.24419,2.48502043534857
,0.0443,2.4918,,,50.373,-0.24638,2.49219375851879
,0.042864,2.499,,,50.442,-0.24839,2.49936758450933
,0.041384,2.5061,,,50.511,-0.25007,2.50644167006855
,0.0399,2.5132,,,50.58,-0.25176,2.51351670971171
,0.038412,2.5203,,,50.649,-0.25346,2.5205927024698
,0.03692,2.5274,,,50.718,-0.25517,2.52766964740252
,0.035425,2.5345,,,50.787,-0.25688,2.53474755757353
,0.033926,2.5416,,,50.856,-0.25861,2.54182641686564
,0.032424,2.5487,,,50.925,-0.26034,2.54890623714879
,0.030918,2.5558,,,50.994,-0.26208,2.55598700362971
,0.029359,2.5628,,,51.063,-0.26361,2.56296816033305
,0.027716,2.5699,,,51.132,-0.26478,2.57004945218103
,0.02607,2.577,,,51.201,-0.26596,2.57713186408845
,0.024419,2.5841,,,51.27,-0.26715,2.58421537367941
,0.022764,2.5912,,,51.339,-0.26834,2.59129999029368
,0.021105,2.5982,,,51.408,-0.26954,2.59828571581822
,0.019442,2.6053,,,51.477,-0.27074,2.60537254176135
,0.017775,2.6124,,,51.546,-0.27195,2.61246047063396
,0.016104,2.6194,,,51.615,-0.27317,2.61944950300936
,0.014396,2.6265,,,51.684,-0.27416,2.62653945236237
,0.012636,2.6336,,,51.753,-0.27483,2.63363031355883
,0.010873,2.6407,,,51.822,-0.2755,2.64072238452454
,0.009109,2.6479,,,51.891,-0.27617,2.64791566781894
,0.0073492,2.6552,,,51.96,-0.27674,2.65521017072861
,0.0055935,2.6626,,,52.029,-0.27722,2.6626058753113
,0.0038365,2.67,,,52.098,-0.2777,2.67000275631548
,0.0020784,2.6775,,,52.167,-0.27819,2.67750080667524
,0.00031913,2.6849,,,52.236,-0.27869,2.68490001896606
,-0.0014356,2.6922,,,52.305,-0.27893,2.69220038276265
,-0.0031823,2.6996,,,52.374,-0.27882,2.69960187565376
,-0.0049284,2.7069,,,52.443,-0.27871,2.70690448651713
,-0.0066737,2.7143,,,52.512,-0.27861,2.71430820436289
,-0.0084184,2.7216,,,52.581,-0.27852,2.72161301978414
,-0.010162,2.7289,,,52.65,-0.27844,2.7289189207897
,-0.011906,2.7362,,,52.719,-0.27836,2.73622590310742
,-0.013648,2.7435,,,52.788,-0.2783,2.74353394692029
,-0.01539,2.7507,,,52.857,-0.27824,2.7507430527223
,-0.017107,2.758,,,52.926,-0.27791,2.75805305413964
,-0.018789,2.7651,,,52.995,-0.27722,2.76516383538498
,-0.020468,2.7723,,,53.064,-0.27654,2.77237555699512
,-0.022144,2.7794,,,53.133,-0.27588,2.77948821129646
,-0.023816,2.7865,,,53.202,-0.27521,2.78660177489644
,-0.025485,2.7937,,,53.271,-0.27456,2.79381623862863
,-0.027151,2.8008,,,53.34,-0.27391,2.80093159802252
,-0.028813,2.8079,,,53.409,-0.27328,2.80804782704444
,-0.030472,2.815,,,53.478,-0.27265,2.81516492283916
,-0.032073,2.822,,,53.547,-0.27177,2.82218225444938
,-0.033608,2.8291,,,53.616,-0.2706,2.82929961433285
,-0.035138,2.8361,,,53.685,-0.26944,2.83631766363431
,-0.036663,2.8431,,,53.754,-0.2683,2.84333638276743
,-0.038183,2.8501,,,53.823,-0.26716,2.85035575875872
,-0.039699,2.8571,,,53.892,-0.26603,2.85737579268128
,-0.041209,2.8641,,,53.961,-0.26491,2.86439644457275
,-0.042715,2.8711,,,54.03,-0.2638,2.87141773018574
,-0.044215,2.8781,,,54.099,-0.2627,2.87843960788219
,-0.04558,2.8851,,,54.168,-0.26136,2.88546002335849
,-0.046804,2.892,,,54.237,-0.25979,2.89237871213574
,-0.048023,2.8989,,,54.306,-0.25823,2.8992977457531
,-0.049239,2.9058,,,54.375,-0.25668,2.90621714934053
,-0.05045,2.9127,,,54.444,-0.25514,2.91313688186807
,-0.051657,2.9196,,,54.513,-0.25362,2.92005695246668
,-0.05286,2.9265,,,54.582,-0.25211,2.92697735379008
,-0.054059,2.9334,,,54.651,-0.2506,2.93389807857754
,-0.055254,2.9403,,,54.72,-0.24912,2.94081911965289
,-0.056283,2.9472,,,54.789,-0.24743,2.94773737230592
,-0.057154,2.954,,,54.858,-0.24554,2.95455285613847
,-0.058021,2.9609,,,54.927,-0.24367,2.96146842739223
,-0.058887,2.9677,,,54.996,-0.24181,2.96828417924716
,-0.059749,2.9746,,,55.065,-0.23997,2.97520001058769
,-0.060609,2.9815,,,55.134,-0.23814,2.98211597710099
,-0.061467,2.9883,,,55.203,-0.23632,2.98893209726969
,-0.062321,2.9952,,,55.272,-0.23451,2.99584828505066
,-0.063173,3.0021,,,55.341,-0.23272,3.00276459915342
,-0.063883,3.009,,,55.41,-0.2308,3.00967806213372
,-0.064468,3.0159,,,55.479,-0.22875,3.01658895659054
,-0.065051,3.0227,,,55.548,-0.22672,3.02339989458904
,-0.065633,3.0296,,,55.617,-0.2247,3.03031085050511
,-0.066215,3.0365,,,55.686,-0.22269,3.03722186812636
,-0.066795,3.0434,,,55.755,-0.2207,3.04413290314746
,-0.067374,3.0503,,,55.824,-0.21872,3.05104397639169
,-0.067954,3.0571,,,55.893,-0.21675,3.05785515617009
,-0.068591,3.0611,,,55.962,-0.21478,3.06186837327815
,-0.069121,3.0651,,,56.031,-0.21277,3.0658792739834
,-0.069566,3.0692,,,56.1,-0.21074,3.06998828472618
,-0.070012,3.0732,,,56.169,-0.20872,3.0739973845376
,-0.070459,3.0773,,,56.238,-0.20672,3.07810652198409
,-0.070909,3.0814,,,56.307,-0.20472,3.08221576893653
,-0.071359,3.0854,,,56.376,-0.20274,3.08622508363875
,-0.071812,3.0895,,,56.445,-0.20077,3.09033448243778
,-0.072266,3.0936,,,56.514,-0.19882,3.09444394597091
,-0.072721,3.0977,,,56.583,-0.19688,3.09855347442012
,-0.073047,3.1018,,,56.652,-0.19495,3.1026600046104
,-0.073277,3.106,,,56.721,-0.19305,3.1068642581756
,-0.07351,3.1102,,,56.79,-0.19117,3.11106858813817
,-0.073746,3.1144,,,56.859,-0.18929,3.11527299486193
,-0.073984,3.1186,,,56.928,-0.18743,3.11947745500044
,-0.074225,3.1228,,,56.997,-0.18559,3.12368199255702
,-0.074468,3.127,,,57.066,-0.18376,3.12788658410499
,-0.074714,3.1312,,,57.135,-0.18194,3.13209125374661
,-0.074962,3.1354,,,57.204,-0.18013,3.1362959779721
,-0.0751,3.1397,,,57.273,-0.17836,3.14059804814306
,-0.075164,3.144,,,57.342,-0.17663,3.14489834921512
,-0.075232,3.1484,,,57.411,-0.17491,3.1492987177821
,-0.075303,3.1527,,,57.48,-0.1732,3.15359918693055
,-0.075378,3.157,,,57.549,-0.1715,3.1578997518737
,-0.075457,3.1614,,,57.618,-0.16982,3.16230038403201
,-0.07554,3.1657,,,57.687,-0.16816,3.16660114027643
,-0.075626,3.1701,,,57.756,-0.1665,3.17100193974649
,-0.075716,3.1744,,,57.825,-0.16487,3.17530286313857
,-0.075771,3.1789,,,57.894,-0.16328,3.17980289553315
,-0.075803,3.1834,,,57.963,-0.16174,3.1843023811832
,-0.075839,3.1878,,,58.032,-0.16021,3.18870199202136
,-0.075877,3.1923,,,58.101,-0.15869,3.1932016236262
,-0.075917,3.1968,,,58.17,-0.15718,3.19770130420103
,-0.07596,3.2013,,,58.239,-0.15568,3.20220105733541
,-0.076006,3.2058,,,58.308,-0.1542,3.20670088284455
,-0.076055,3.2103,,,58.377,-0.15272,3.21120078055313
,-0.076106,3.2147,,,58.446,-0.15125,3.21560075463917
,-0.076159,3.2193,,,58.515,-0.14981,3.22020072096151
,-0.076213,3.2239,,,58.584,-0.14839,3.22480071188422
,-0.076267,3.2285,,,58.653,-0.14698,3.22940070373576
,-0.076321,3.2331,,,58.722,-0.14557,3.23400069651214
,-0.076375,3.2377,,,58.791,-0.14417,3.23860069020943
,-0.076429,3.2423,,,58.86,-0.14278,3.24320068482371
,-0.076483,3.2469,,,58.929,-0.1414,3.24780068035109
,-0.076538,3.2515,,,58.998,-0.14002,3.2524007003203
,-0.076592,3.256,,,59.067,-0.13866,3.25690072530067
,-0.076596,3.2606,,,59.136,-0.13727,3.26149954886031
,-0.076573,3.2651,,,59.205,-0.13587,3.26599777010472
,-0.076549,3.2697,,,59.274,-0.13448,3.27059594560395
,-0.076523,3.2742,,,59.343,-0.1331,3.27509410697296
,-0.076496,3.2788,,,59.412,-0.13173,3.2796922230624
,-0.076467,3.2833,,,59.481,-0.13037,3.28419032519265
,-0.076438,3.2878,,,59.55,-0.12901,3.28868843277134
,-0.076406,3.2924,,,59.619,-0.12766,3.29328644925339
,-0.076374,3.2969,,,59.688,-0.12632,3.29778449839828
,-0.076277,3.3014,,,59.757,-0.12494,3.30228105114162
,-0.076149,3.306,,,59.826,-0.12354,3.30687687557323
,-0.076014,3.3096,,,59.895,-0.12216,3.31047281943169
,-0.075871,3.3123,,,59.964,-0.1208,3.31316883038595
,-0.075726,3.3151,,,60.033,-0.11945,3.31596478224302
,-0.075579,3.3179,,,60.102,-0.11812,3.31876070171397
,-0.07543,3.3207,,,60.171,-0.11679,3.32155658914612
,-0.07528,3.3234,,,60.24,-0.11546,3.32425249317798
,-0.075128,3.3262,,,60.309,-0.11415,3.327048339953
,-0.074825,3.3289,,,60.378,-0.11278,3.32974082934768
,-0.074458,3.3316,,,60.447,-0.1114,3.33243192785149
,-0.074091,3.3343,,,60.516,-0.11002,3.33512308112924
,-0.073722,3.337,,,60.585,-0.10865,3.33781424487403
,-0.073353,3.3396,,,60.654,-0.10728,3.3404054877528
,-0.072983,3.3423,,,60.723,-0.10593,3.34309673929562
,-0.072612,3.345,,,60.792,-0.10458,3.34578802414977
,-0.072241,3.3476,,,60.861,-0.10324,3.34837938741729
,-0.071868,3.3503,,,60.93,-0.1019,3.35107073924499
,-0.071399,3.3529,,,60.999,-0.10053,3.35366012398409
,-0.070892,3.3555,,,61.068,-0.099152,3.3562487878082
,-0.070383,3.3582,,,61.137,-0.097776,3.35893748180716
,-0.069873,3.3608,,,61.206,-0.096406,3.36152627181895
,-0.069362,3.3634,,,61.275,-0.095041,3.36411513581863
,-0.06885,3.366,,,61.344,-0.093682,3.36670407409086
,-0.068336,3.3686,,,61.413,-0.09233,3.36929306663816
,-0.067821,3.3712,,,61.482,-0.090982,3.37188213436369
,-0.067305,3.3738,,,61.551,-0.089641,3.37447127755223
