,U:0,U:1,,,arc_length,p,velMag
,-0.066693,3.3763,,,61.62,-0.088327,3.37695863851617
,-0.066048,3.3788,,,61.689,-0.087024,3.3794454838485
,-0.065404,3.3813,,,61.758,-0.085724,3.38193249093118
,-0.064761,3.3839,,,61.827,-0.084426,3.38451964052818
,-0.064118,3.3864,,,61.896,-0.083132,3.38700694978974
,-0.063476,3.3889,,,61.965,-0.081841,3.38949441843116
,-0.062834,3.3914,,,62.034,-0.080553,3.39198202700958
,-0.062193,3.3939,,,62.103,-0.079268,3.39446979353904
,-0.061553,3.3964,,,62.172,-0.077986,3.39695771710644
,-0.060862,3.3989,,,62.241,-0.076832,3.399444865422
,-0.060158,3.4015,,,62.31,-0.075716,3.40203192738751
,-0.059456,3.404,,,62.379,-0.0746,3.40451920481233
,-0.058758,3.4066,,,62.448,-0.073483,3.40710669961538
,-0.058062,3.4091,,,62.517,-0.072366,3.40959440488806
,-0.05737,3.4116,,,62.586,-0.071249,3.41208233735647
,-0.05668,3.4142,,,62.655,-0.070131,3.41467044711492
,-0.055994,3.4167,,,62.724,-0.069013,3.41715879321345
,-0.05531,3.4192,,,62.793,-0.067894,3.41964732627504
,-0.054602,3.4218,,,62.862,-0.066985,3.42223561702055
,-0.053891,3.4245,,,62.931,-0.06613,3.42492401227837
,-0.053185,3.4271,,,63,-0.06527,3.42751266288325
,-0.052485,3.4298,,,63.069,-0.064405,3.43020155606416
,-0.05179,3.4324,,,63.138,-0.063536,3.43279069622661
,-0.051089,3.4341,,,63.207,-0.062648,3.43448000371541
,-0.050385,3.4352,,,63.276,-0.061746,3.43556948528552
,-0.049684,3.4363,,,63.346,-0.060838,3.43665916114124
,-0.048986,3.4374,,,63.415,-0.059925,3.43774902926261
,-0.048383,3.4386,,,63.484,-0.05925,3.43894037091209
,-0.047807,3.4398,,,63.553,-0.058624,3.44013219938551
,-0.047234,3.441,,,63.622,-0.057989,3.44132417112309
,-0.046665,3.4422,,,63.691,-0.057346,3.44251629803332
,-0.046099,3.4434,,,63.76,-0.056693,3.44370856458571
,-0.045538,3.4446,,,63.829,-0.056032,3.44490099559392
,-0.04498,3.4458,,,63.898,-0.055363,3.44609356233983
,-0.044426,3.447,,,63.967,-0.054685,3.44728627611285
,-0.043876,3.4481,,,64.036,-0.053998,3.4483791429273
,-0.043576,3.4494,,,64.105,-0.053512,3.44967523511649
,-0.04333,3.4507,,,64.174,-0.053057,3.4509720339203
,-0.043087,3.452,,,64.243,-0.052592,3.45226889010242
,-0.042847,3.4532,,,64.312,-0.052115,3.45346581066166
,-0.04261,3.4545,,,64.381,-0.051627,3.45476277942495
,-0.042377,3.4557,,,64.45,-0.051128,3.4559598232805
,-0.042146,3.457,,,64.519,-0.050617,3.45725690183938
,-0.041919,3.4582,,,64.588,-0.050095,3.45845405384559
,-0.041694,3.4594,,,64.657,-0.049561,3.45965124682185
,-0.041776,3.4607,,,64.726,-0.049177,3.46095214127211
,-0.041911,3.4619,,,64.795,-0.048808,3.46215368548552
,-0.042044,3.4632,,,64.864,-0.048428,3.46345520224183
,-0.042178,3.4644,,,64.933,-0.048036,3.4646567425481
,-0.04231,3.4656,,,65.002,-0.047633,3.465858262552
,-0.042442,3.4668,,,65.071,-0.047217,3.46705978652864
,-0.042573,3.468,,,65.14,-0.04679,3.4682613021987
,-0.042703,3.4692,,,65.209,-0.046352,3.46946280945754
,-0.042832,3.4703,,,65.278,-0.045901,3.47056431581724
,-0.043165,3.4714,,,65.347,-0.045544,3.47166835645702
,-0.043524,3.4725,,,65.416,-0.045192,3.47277275222206
,-0.043878,3.4735,,,65.485,-0.04483,3.4737771271174
,-0.044227,3.4745,,,65.554,-0.044457,3.47478147191
,-0.044572,3.4755,,,65.623,-0.044073,3.47578579794325
,-0.044912,3.4765,,,65.692,-0.043679,3.47679009112486
,-0.045247,3.4775,,,65.761,-0.043274,3.47779435001683
,-0.045578,3.4784,,,65.83,-0.042859,3.47869859488919
,-0.045904,3.4794,,,65.899,-0.042433,3.47970279438
,-0.046422,3.4802,,,65.968,-0.041962,3.48050959517195
,-0.046957,3.481,,,66.037,-0.041478,3.48131669915982
,-0.047485,3.4817,,,66.106,-0.040985,3.4820237959016
,-0.048006,3.4825,,,66.175,-0.040484,3.48283086382845
,-0.04852,3.4832,,,66.244,-0.039975,3.48353791861091
,-0.049027,3.484,,,66.313,-0.039457,3.48434493796596
,-0.049526,3.4847,,,66.382,-0.038931,3.48505192424388
,-0.050019,3.4854,,,66.451,-0.038397,3.48575889303334
,-0.050486,3.4852,,,66.52,-0.03786,3.48556564651937
,-0.050984,3.4842,,,66.589,-0.037155,3.48457300228536
,-0.051477,3.4833,,,66.658,-0.036432,3.48368034864409
,-0.051963,3.4823,,,66.727,-0.035708,3.48268767525441
,-0.052439,3.4812,,,66.796,-0.034982,3.48159493461273
,-0.052908,3.4802,,,66.865,-0.034255,3.48060214567307
,-0.053368,3.4792,,,66.934,-0.033527,3.47960928602968
,-0.053819,3.4781,,,67.003,-0.032797,3.47851636402087
,-0.054262,3.4771,,,67.072,-0.032065,3.47752336795082
,-0.054697,3.476,,,67.141,-0.031332,3.47643031884849
,-0.055063,3.4746,,,67.21,-0.030436,3.47503627232422
,-0.055415,3.4732,,,67.279,-0.029532,3.47364204578206
,-0.055757,3.4718,,,67.348,-0.028633,3.4722476989767
,-0.056089,3.4703,,,67.417,-0.027737,3.47075324186566
,-0.05641,3.4689,,,67.486,-0.026845,3.46935862921376
,-0.056721,3.4674,,,67.555,-0.025956,3.46786390042069
,-0.057022,3.466,,,67.624,-0.025071,3.46646902603846
,-0.057313,3.4645,,,67.693,-0.02419,3.46497403020124
,-0.057593,3.463,,,67.762,-0.023313,3.46347888020831
,-0.057689,3.4608,,,67.831,-0.022295,3.46128078328254
,-0.057767,3.4585,,,67.9,-0.021278,3.45898240473828
,-0.057832,3.4562,,,67.969,-0.020268,3.45668381259033
,-0.057886,3.4539,,,68.038,-0.019266,3.45438503919236
,-0.057928,3.4517,,,68.107,-0.01827,3.45218605280538
,-0.057958,3.4493,,,68.176,-0.017282,3.44978689483336
,-0.057976,3.447,,,68.245,-0.016302,3.44748752232347
,-0.057983,3.4447,,,68.314,-0.015328,3.44518796559622
,-0.057977,3.4424,,,68.383,-0.014362,3.44288819053553
,-0.057775,3.4404,,,68.452,-0.012751,3.44088507663726
,-0.057564,3.4383,,,68.521,-0.011132,3.4387818343268
,-0.057347,3.4363,,,68.59,-0.0095204,3.43677848695679
,-0.057125,3.4343,,,68.659,-0.007916,3.43477506623432
,-0.056897,3.4322,,,68.728,-0.0063186,3.43267157016354
,-0.056665,3.4302,,,68.797,-0.0047283,3.43066800524694
,-0.056427,3.4282,,,68.866,-0.0031451,3.42866435311609
,-0.056184,3.4261,,,68.935,-0.001569,3.42656064470717
,-0.055935,3.424,,,69.004,0,3.42445685098017
